title,author,publisher,year,pages,rating,ratings_count,description,image,download_link,file_info,price,currency,preview_link,info_link,source,platform,category,contents,toc_source
Advanced Dam Engineering For Design Construction And Rehabilitation,R.B. Jansen,Springer,1988,836,3.8,180,"
                    This comprehensive handbook covers various aspects of dam technology and offers case histories that are reviewed to demonstrate principles and procedures of proved value. Also, attention is given to practical aspects of design, construction, operation and rehabilitation.                ",,https://1lib.in/dl/1204086/f676a1,"PDF, 26.54 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Civil,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Digital Optical Communications,Le Nguyen Binh,CRC Press,2015,0,3.6,490,"
This second edition of Digital Optical Communications provides a comprehensive treatment of the modern aspects of coherent homodyne and self-coherent reception techniques using algorithms incorporated in digital signal processing (DSP) systems and DSP-based transmitters to overcome several linear and nonlinear transmission impairments and frequency mismatching between the local oscillator and the carrier, as well as clock recovery and cycle slips. These modern transmission systems have emerged as the core technology for Tera-bits per second (bps) and Peta-bps optical Internet for the near future. Featuring extensive updates to all existing chapters, Advanced Digital Optical Communications, Second Edition:   Contains new chapters on optical fiber structures and propagation, optical coherent receivers, DSP equalizer algorithms, and high-order spectral DSP receivers Examines theoretical foundations, practical case studies, and MATLAB® and Simulink® models for simulation transmissions Includes new end-of-chapter practice problems and useful appendices to supplement technical information Downloadable content available with qualifying course adoption",,https://1lib.in/dl/2493378/c7ac1c,"PDF, 43.62 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Dynamics and Control of Structures and Machines,Hans Irschik,Springer-Verlag Wien,2004,281,3.6,556,"
This book, intended for people in engineering and fundamental sciences, presents an integrated mathematical methodology for advanced dynamics and control of structures and machines, ranging from the derivation of models up to the control synthesis problem. This point of view is particularly useful as the physical insight and the associated structural properties, related e.g. to the Lagrangian or Hamiltonian framework, can be advantageously utilized. To this end, up to date results in disciplines like continuum mechanics, analytical mechanics, thermodynamics and electrodynamics are presented exploiting the differential geometric properties, with the basic notions of this coordinate-free approach revisited in an own chapter. In order to illustrate the proposed methodologies, several industrial applications, e.g., the derivation of exact solutions for the deformation compensation by shaped actuation in elastic bodies, or the coordination of rigid and flexible joint robots, are discussed. ",,https://1lib.in/dl/2349063/4f0b05,"PDF, 28.61 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Dynamics and Model-Based Control of Structures and Machines,Tadaharu Adachi,Springer-Verlag Wien,2012,241,3.7,82,"
The book contains 26 scientific contributions by leading experts from Russia, Austria, Italy, Japan and Taiwan. It presents an overview on recent developments in Advanced Dynamics and Model Based Control of Structures and Machines. Main topics are nonlinear control of structures and systems, sensing and actuation, active and passive damping, nano- and micromechanics, vibrations and waves. ",,https://1lib.in/dl/1212867/9edb21,"PDF, 5.35 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Advanced Electric Drive Vehicles (Energy, Power Electronics, and Machines)",Ali Emadi (Editor),CRC Press,2014,604,3.7,320,"
                    Electrification is an evolving paradigm shift in the transportation industry toward more efficient, higher performance, safer, smarter, and more reliable vehicles. There is in fact a clear trend to move from internal combustion engines (ICEs) to more integrated electrified powertrains. Providing a detailed overview of this growing area, Advanced Electric Drive Vehicles begins with an introduction to the automotive industry, an explanation of the need for electrification, and a presentation of the fundamentals of conventional vehicles and ICEs. It then proceeds to address the major components of electrified vehicles—i.e., power electronic converters, electric machines, electric motor controllers, and energy storage systems. This comprehensive work: - Covers more electric vehicles (MEVs), hybrid electric vehicles (HEVs), plug-in hybrid electric vehicles (PHEVs), range-extended electric vehicles (REEVs), and all-electric vehicles (EVs) including battery electric vehicles (BEVs) and fuel cell vehicles (FCVs) - Describes the electrification technologies applied to nonpropulsion loads, such as power steering and air-conditioning systems - Discusses hybrid battery/ultra-capacitor energy storage systems, as well as 48-V electrification and belt-driven starter generator systems - Considers vehicle-to-grid (V2G) interface and electrical infrastructure issues, energy management, and optimization in advanced electric drive vehicles - Contains numerous illustrations, practical examples, case studies, and challenging questions throughout to ensure a solid understanding of key concepts and applications Advanced Electric Drive Vehicles makes an ideal textbook for senior-level undergraduate or graduate engineering courses and a user-friendly reference for researchers, engineers, managers, and other professionals interested in transportation electrification.                ",,https://1lib.in/dl/2601186/59f99f,"PDF, 29.94 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Advanced Electric Drives: Analysis, Control, and Modeling Using MATLAB / Simulink",Ned Mohan,Wiley,2014,208,4.0,333,"
                    Advanced Electric Drives utilizes a physics-based approach to explain the fundamental concepts of modern electric drive control and its operation under dynamic conditions.• Gives readers a “physical” picture of electric machines and drives without resorting to mathematical transformations for easy visualization• Confirms the physics-based analysis of electric drives mathematically• Provides readers with an analysis of electric machines in a way that can be easily interfaced to common power electronic converters and controlled using any control scheme• Makes the MATLAB/Simulink files used in examples available to anyone in an accompanying website• Reinforces fundamentals with a variety of discussion questions, concept quizzes, and homework problems                ",,https://1lib.in/dl/2371164/618235,"PDF, 2.27 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Data Science,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Engineering Mathematics,Dennis G. Zill,Jones & Bartlett,2016,1047,3.8,1900,,,https://1lib.in/dl/3350403/c0a5b2,"PDF, 24.65 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Engineering Mathematics - Solutions Manual,Erwin Kreyszig,Wiley,2006,314,3.8,223,"
                    Introduces engineers, computer scientists, and physicists to advanced math topics as they relate to practical problems. The material is arranged into seven independent parts: ODE; Linear Algebra, Vector calculus; Fourier Analysis and Partial Differential Equations; Complex Analysis; Numerical methods; Optimization, graphs; Probability and Statistics.                ",,https://1lib.in/dl/599944/0e6d59,"PDF, 19.28 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Data Science,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced engineering mathematics with MATLAB,Dean G. Duffy,Chapman & Hall/CRC,2016,980,3.8,434,"
                    • Complex Variables, formerly Chapter 1, is now Chapter 10.
• A new Chapter 18: Itô’s Stochastic Calculus.
• Implements numerical methods using MATLAB, updated and expanded
• Takes into account the increasing use of probabilistic methods in engineering and the physical sciences
• Includes many updated examples, exercises, and projects drawn from the scientific and engineering literature
• Draws on the author’s many years of experience as a practitioner and instructor
• Gives answers to odd-numbered problems in the back of the book
• Offers downloadable MATLAB code at www.crcpress.com

Advanced Engineering Mathematics with MATLAB, Fourth Edition builds upon three successful previous editions. It is written for today’s STEM (science, technology, engineering, and mathematics) student. Three assumptions under lie its structure: (1) All students need a firm grasp of the traditional disciplines of ordinary and partial differential equations, vector calculus and linear algebra. (2) The modern student must have a strong foundation in transform methods because they provide the mathematical basis for electrical and communication studies. (3) The biological revolution requires an understanding of stochastic (random) processes. The chapter on Complex Variables, positioned as the first chapter in previous editions, is now moved to Chapter 10. The author employs MATLAB to reinforce concepts and solve problems that require heavy computation. Along with several updates and changes from the third edition, the text continues to evolve to meet the needs of today’s instructors and students.                ",,https://1lib.in/dl/2871355/0fbc44,"PDF, 23.76 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Cloud/DevOps,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Advanced Engineering Mathematics, 10th Edition",Erwin Kreyszig,Wiley,2011,1283,3.9,950,"
                    Small error at SEC 1.1(Basic Concepts: Modeling), EXAMPLE 3: *c is missing in y'=0.2( )e^0.2t. The tenth edition of this bestselling text includes examples in more detail and more applied exercises; both changes are aimed at making the material more relevant and accessible to readers. Kreyszig introduces engineers and computer scientists to advanced math topics as they relate to practical problems. It goes into the following topics at great depth differential equations, partial differential equations, Fourier analysis, vector analysis, complex analysis, and linear algebra/differential equations. ",,https://1lib.in/dl/1213502/6d528c,"PDF, 21.48 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Foundation Engineering: Geotechnical Engineering Series,V N S Murthy,CBS Publishers & Distributors,2007,795,4.0,324,"
                    Advanced Foundation Engineering is the second volume in the series on geotechnical engineering, closely following A Textbook of Soil Mechanics and Foundation Engineering written to meet the requirements of undergraduate students. This volume covers various aspects of foundation engineering, bringing together all the relevant advanced theories coherently. As foundations have to be designed to simulate field conditions, it is imperative that the consulting engineer must be conversant with all the theories that are available as also the available approaches. This volume strives to meet most of these requirements  It also presents in detail author s own research work on laterally loaded pile foundations to solve many of the problems confronted in this field. The approach is direct and simple as compared to the complicated methods proposed by others.  This is an excellent text reference for the postgraduate students, practising engineers, consultants, researchers and professionals, in addition to serving as a valuable resource for the candidates appearing in Graduate Aptitude Test for Engineers (GATE), UPSC and other national selection entrance tests/examinations.    1 introduction. 2 shallow foundaion 1,2,3,4, 3 deep foundation                ",,https://1lib.in/dl/926317/25f15c,"PDF, 34.39 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Civil,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Interfacing Techniques for Sensors. Measurement Circuits and Systems for Intelligent Sensors,Boby George,Springer,2017,323,3.6,796,"
                    This book presents ways of interfacing sensors to the digital world, and discusses the marriage between sensor systems and the IoT: the opportunities and challenges. As sensor output is often affected by noise and interference, the book presents effective schemes for recovering the data from a signal that is buried in noise. It also explores interesting applications in the area of health care, un-obstructive monitoring and the electronic nose and tongue. It is a valuable resource for engineers and scientists in the area of sensors and interfacing wanting to update their knowledge of the latest developments in the field and learn more about sensing applications and challenges.                ",,https://1lib.in/dl/2934438/126929,"PDF, 10.43 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced mechanics of composite materials and structures,Morozov,Elsevier Science,2018,884,3.6,990,"
Advanced Mechanics of Composite Materials and Structures analyzes contemporary theoretical models at the micro- and macro levels of material structure. Its coverage of practical methods and approaches, experimental results, and optimization of composite material properties and structural component performance can be put to practical use by researchers and engineers.The fourth edition has been updated to reflect new manufacturing processes (such as 3D printing of two matrix composite structural elements) and new theories developed by the authors. The authors have expanded the content of advanced topic areas with new chapters on axisymmetric deformation of composite shells of revolution, composite pressure vessels, and anisogrid composite lattice structures. This revision includes enhanced sections on optimal design of laminated plates and additional examples of the finite element modelling of composite structures and numerical methods.Advanced Mechanics of Composite Materials and Structures, Fourth edition is unique in that it addresses a wide range of advanced problems in the mechanics of composite materials, such as the physical statistical aspects of fiber strength, stress diffusion in composites with damaged fibers, nonlinear elasticity, and composite pressure vessels to name a few. It also provides the foundation for traditional basic composite material mechanics, making it one of the most comprehensive references on this topic.Presents advanced material on composite structures, including chapters on composite pressure vessels and axisymmetric deformation of composite shells of revolutionProvides the applications of composite materials to spacecraft, aircraft and marine included throughoutPractical examples of analysis and design of real composite structural components ",,https://1lib.in/dl/4985211/de770d,"PDF, 8.99 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Mechanics of Materials,Arthur P. Boresi,Wiley,2003,611,4.1,159,"
                    Building on the success of five previous editions, this new sixth edition continues to present a unified approach to the study of the behavior of structural members and the development of design and failure criteria. The text treats each type of structural member in sufficient detail so that the resulting solutions are directly applicable to real-world problems. New examples for various types of member and a large number of new problems are included. To facilitate the transition from elementary mechanics of materials to advanced topics, a review of the elements of mechanics of materials is presented along with appropriate examples and problems.                ",,https://1lib.in/dl/1110729/26cd3f,"PDF, 14.18 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
advanced mechanics of solids,l s srinath,Unknown,0,521,4.1,639,,,https://1lib.in/dl/2823043/db4c33,"PDF, 9.49 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advanced Power Electronics Converters: PWM Converters Processing AC Voltages,Euzeli dos Santos,Wiley-IEEE Press,2014,360,3.6,440,"
This book covers power electronics, in depth, by presenting the basic principles and application details, which can be used both as a textbook and reference book.• Introduces a new method to present power electronics converters called Power Blocks Geometry (PBG)• Applicable for courses focusing on power electronics, power electronics converters, and advanced power converters• Offers a comprehensive set of simulation results to help understand the circuits presented throughout the book  ",,https://1lib.in/dl/2458605/e5734e,"PDF, 9.62 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Advanced signal processing handbook : theory and implementation for radar, sonar, and medical imaging real time systems",Stergiopoulos,CRC Press,2018,751,4.0,258,,,https://1lib.in/dl/3375109/816fe9,"PDF, 42.90 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Advanced signal processing on brain event-related potentials : filtering ERPs in time, frequency and space domains sequentially and simultaneously",Cong,World Scientific,2015,224,3.7,413,,,https://1lib.in/dl/2571884/f6c7f1,"PDF, 15.74 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Bio-Mechanical Systems and Materials,Ashkan Javadzadegan,Springer International Publishing,2013,146,3.8,132,"
This monograph presents the latest results related to bio-mechanical systems and materials. The bio-mechanical systems with which his book is concerned are prostheses, implants, medical operation robots and muscular re-training systems. To characterize and design such systems, a multi-disciplinary approach is required which involves the classical disciplines of mechanical/materials engineering and biology and medicine. The challenge in such an approach is that views, concepts or even language are sometimes different from discipline to discipline and the interaction and communication of the scientists must be first developed and adjusted. Within the context of materials' science, the book covers the interaction of materials with mechanical systems, their description as a mechanical system or their mechanical properties. ",,https://1lib.in/dl/2159679/55b7de,"PDF, 8.31 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in High Voltage Engineering,Dr. A. Haddad,Unknown,2009,668,3.9,50,"
                    This book focuses on developments in experimental methods, theory, modelling and HV technology through the past decade. The coverage includes advances in basic understanding and capability, for instance in earthing, numerical analysis, optical methods, the physics of air breakdown and partial discharge. It also addresses technological developments in key areas such as SF6 insulation systems, polymeric insulators and power cables, ZnO surge arrestors and pulsed power. The unique blend of reputable contributors and comprehensive subject coverage makes this book an ideal reference source for engineers and researchers for many years to come.The Institution of Engineering and Technology is one of the world's leading professional societies for the engineering and technology community. The IET publishes more than 100 new titles every year; a rich mix of books, journals and magazines with a back catalogue of more than 350 books in 18 different subject areas including:   -Power & Energy  -Renewable Energy  -Radar, Sonar & Navigation  -Electromagnetics   -Electrical Measurement  -History of Technology  -Technology Management                ",,https://1lib.in/dl/894903/6f221d,"PDF, 4.19 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Game/Graphics,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Hydraulic and Pneumatic Drives and Control 2020,Michael Moser,Springer Nature,2020,466,3.5,180,"
This book reports on cutting-edge research and technical achievements in the field of hydraulic drives. The chapters, selected from contributions presented at the International Scientific-Technical Conference on Hydraulic and Pneumatic Drives and Controls, NSHP 2020, held on October 21-23, 2020, in Trzebieszowice, Poland, cover a wide range of topics such as theoretical advances in fluid technology, work machines in mining, construction, marine and manufacturing industry, and practical issues relating to the application and operation of hydraulic drives. Further topics include: safety and environmental issues associated with the use of machines with hydraulic drive, and new materials in design of hydraulic components. A special emphasis is given to new solutions for hydraulic components and systems as well as to the identification of phenomena and processes occurring during the operation of hydraulic and pneumatic systems.  ",,https://1lib.in/dl/6064613/33a3e8,"PDF, 78.52 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Information Retrieval,Gabriella Pasi,Springer International Publishing,2018,0,4.0,235,"
This book constitutes the refereed proceedings of the 40th European Conference on IR Research, ECIR 2018, held in Grenoble, France, in March 2018. The 39 full papers and 39 short papers presented together with 6 demos, 5 workshops and 3 tutorials, were carefully reviewed and selected from 303 submissions. Accepted papers cover the state of the art in information retrieval including topics such as: topic modeling, deep learning, evaluation, user behavior, document representation, recommendation systems, retrieval methods, learning and classication, and micro-blogs. ",,,"PDF, 41.19 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Manufacturing II: Volume 5 - Metrology and Measurement Systems,Magdalena Diering,Springer International Publishing,2019,0,4.0,285,"
This book gathers timely contributions on metrology and measurement systems, across different disciplines and field of applications. The chapters, which were presented at the 6th International Scientific-Technical Conference, MANUFACTURING 2019, held on May 19-21, 2019, in Poznan, Poland, cover cutting-edge topics in surface metrology, biology, chemistry, civil engineering, food science, material science, mechanical engineering, manufacturing, metrology, nanotechnology, physics, tribology, quality engineering, computer science, among others. By bringing together engineering and economic topics, the book is intended as an extensive, timely and practice-oriented reference guide for both researchers and practitioners. It is also expected to foster better communication and closer cooperation between universities and their business and industry partners. ",,https://1lib.in/dl/5243955/462597,"PDF, 79.30 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Structural Engineering and Rehabilitation: Select Proceedings of TRACE 2018,Sondipon Adhikari,Springer Singapore,2020,0,3.5,354,"
This book comprises select papers presented at the International Conference on Trends and Recent Advances in Civil Engineering (TRACE 2018). The book covers a wide range of topics related to recent advancements in structural engineering, structural health monitoring, rehabilitation and retrofitting of structures, and earthquake-resistant structures. Based on case studies and laboratory investigations, the book highlights latest techniques and innovative methods for building repair and maintenance. Recent development in materials being used in structural rehabilitation and retrofitting is also discussed. The contents of this book can be useful for researchers and professionals working in structural engineering and allied areas. ",,https://1lib.in/dl/5247083/db41a8,"PDF, 11.30 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Advances in Wireless Ad Hoc and Sensor Networks,Deying Li,Springer US,2008,312,3.8,499,"
Wireless ad hoc networks, mobile or static, have special resource requirements and topology features, which make them different from classic computer networks in resource management, routing, media access control, and QoS provisioning. Some of our day-to-day situations directly relate to ad hoc wireless network applications, such as self-organization, mobility management, and energy efficient design.Within thirteen self-contained chapters, this volume provides a complete survey of the state-of-the-art research that encompasses all areas of ad hoc and sensor networks. Written by distinguished researchers in the field, these chapters focus on the theoretical and experimental study of advanced research topics involving security and trust, broadcasting and multicasting, power control and energy efficiency, and QoS provisioning.This book is a great reference tool for graduate students, researchers, and mathematicians interested in studying mobile ad hoc and sensor networks. ",,https://1lib.in/dl/911282/c1d096,"PDF, 5.65 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Security,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"概率、随机变量与随机过程 [Probability, Random Variables and Stochastic Processes]",美）帕普里斯，（美）佩莱 著，保铮，冯大政 等译,Xi’an Jiaotong University Press,2000,0,3.5,541,"
                    Since the advent of the 1965 first edition has been since the 4th edition has been used by many universities as related professional textbook for graduate students. It is characterized by profound theory aptly applied to actual projects. and thus by engineering professionals favor. Book (4th edition) on the basis of maintaining the style and the essence of the first three editions were made by a large number of amendments: Update about one-third of the chapters. including a few new themes and new Chapter 15. 16 ; increased by a large number of new examples to further clarify some of the complex concepts. so that re...                ",,https://1lib.in/dl/2937090/74829a,"PDF, 49.32 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
深入理解计算机系统,Randal E. Bryant,机械工业出版社,2016,737,4.0,298,"
                    本书从程序员的视角详细阐述计算机系统的本质概念，并展示这些概念如何实实在在地影响应用程序的正确性、性能和实用性。全书共12章，主要内容包括信息的表示和处理、程序的机器级表示、处理器体系结构、优化程序性能、存储器层次结构、链接、异常控制流、虚拟存储器、系统级I/O、网络编程、并发编程等。书中提供大量的例子和练习，并给出部分答案，有助于读者加深对正文所述概念和知识的理解。

本书的最大优点是为程序员描述计算机系统的实现细节，帮助其在大脑中构造一个层次型的计算机系统，从最底层的数据在内存中的表示到流水线指令的构成，到虚拟存储器，到编译系统，到动态加载库，到最后的用户态应用。通过掌握程序是如何映射到系统上，以及程序是如何执行的，读者能够更好地理解程序的行为为什么是这样的，以及效率低下是如何造成的。

本书适合那些想要写出更快、更可靠程序的程序员阅读，也适合作为高等院校计算机及相关专业本科生、研究生的教材。                ",,https://1lib.in/dl/3624006/c4bc56,"PDF, 344.17 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Aggregates in Concrete (Modern concrete technology series 13),Alexander,Taylor & Francis,2005,448,3.8,439,"
                    Bringing together in one volume the latest research and information, this book provides a detailed guide to the selection and use of aggregates in concrete. After an introduction defining the purpose and role of aggregates in concrete, the authors present an overview of aggregate sources and production techniques, followed by a detailed study of their physical, mechanical and chemical properties. This knowledge is then applied to the use of aggregates in both plastic and hardened concretes, and in the overall mix design. Special aggregates and their applications are discussed in detail, as are the current main specifications, standards and tests.                ",,https://1lib.in/dl/1165504/ea472a,"PDF, 4.79 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Mechanical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Agroecosystems: Soils, Climate, Crops, Nutrient Dynamics and Productivity",Krishna,CRC Press,2013,552,3.6,114,,,https://1lib.in/dl/2323592/801b2f,"PDF, 49.95 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"AI in Marketing, Sales and Service: How Marketers without a Data Science Degree can use AI, Big Data and Bots",Peter Gentsch,Palgrave Macmillan,2018,271,4.3,2246,"
                    AI and Algorithmics have already optimized and automated production and logistics processes. Now it is time to unleash AI on the administrative, planning and even creative procedures in marketing, sales and management.

This book provides an easy-to-understand guide to assessing the value and potential of AI and Algorithmics. It systematically draws together the technologies and methods of AI with clear business scenarios on an entrepreneurial level.

With interviews and case studies from those cutting edge businesses and executives who are already leading the way, this book shows you:
• how customer and market potential can be automatically identified and profiled;
• how media planning can be intelligently automated and optimized with AI and Big Data;
• how (chat)bots and digital assistants can make communication between companies and consumers more efficient and smarter;
• how you can optimize Customer Journeys based on Algorithmics and AI; and
• how to conduct market research in more efficient and smarter way.

A decade from now, all businesses will be AI businesses – Gentsch shows you how to make sure yours makes that transition better than your competitors.                ",,https://1lib.in/dl/3611326/d160e7,"PDF, 8.10 MB",0.0,USD,,,Goodreads / Z-Library,PDF,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,Houghton Mifflin Harcourt,2018,0,3.9,8200,"
THE NEW YORK TIMES, USA TODAY, AND WALL STREET JOURNAL BESTSELLERDr. Kai-Fu Lee—one of the world’s most respected experts on AI and China—reveals that China has suddenly caught up to the US at an astonishingly rapid and unexpected pace.  In AI Superpowers, Kai-fu Lee argues powerfully that because of these unprecedented developments in AI, dramatic changes will be happening much sooner than many of us expected. Indeed, as the US-Sino AI competition begins to heat up, Lee urges the US and China to both accept and to embrace the great responsibilities that come with significant technological power. Most experts already say that AI will have a devastating impact on blue-collar jobs. But Lee predicts that Chinese and American AI will have a strong impact on white-collar jobs as well. Is universal basic income the solution? In Lee’s opinion, probably not.  But he provides  a clear description of which jobs will be affected and how soon, which jobs can be enhanced with AI, and most importantly, how we can provide solutions to some of the most profound changes in human history that are coming soon. ",,https://1lib.in/dl/3607739/a3822a,"EPUB, 1.82 MB",0.0,USD,,,Goodreads / Z-Library,EPUB,AI/ML,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
"Aircraft systems: mechanical, electrical, and avionics subsystems integration",Ian Moir,Wiley,2008,550,3.7,438,"
                    This third edition of Aircraft Systems represents a timely update of the Aerospace Series’ successful and widely acclaimed flagship title. Moir and Seabridge present an in-depth study of the general systems of an aircraft – electronics, hydraulics, pneumatics, emergency systems and flight control to name but a few — that transform an aircraft shell into a living, functioning and communicating flying machine. Advances in systems technology continue to alloy systems and avionics, with aircraft support and flight systems increasingly controlled and monitored by electronics; the authors handle the complexities of these overlaps and interactions in a straightforward and accessible manner that also enhances synergy with the book’s two sister volumes, Civil Avionics Systems and Military Avionics Systems.
Aircraft Systems, 3rd Edition is thoroughly revised and expanded from the last edition in 2001, reflecting the significant technological and procedural changes that have occurred in the interim – new aircraft types, increased electronic implementation, developing markets, increased environmental pressures and the emergence of UAVs. Every chapter is updated, and the latest technologies depicted. It offers an essential reference tool for aerospace industry researchers and practitioners such as aircraft designers, fuel specialists, engine specialists, and ground crew maintenance providers, as well as a textbook for senior undergraduate and postgraduate students in systems engineering, aerospace and engineering avionics.                ",,https://1lib.in/dl/2214949/ecb450,"PDF, 12.69 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Algebra-1: Course in Mathematics for the IIT-JEE and Other Engineering Entrance Examinations,Chaube,Pearson Education India,2018,369,3.8,771,"
                    Algebra 1 Course in Mathematics for the IIT-JEE and Other Engineering Exams by Chaube Pearson                ",,https://1lib.in/dl/3518702/107014,"PDF, 3.63 MB",0.0,USD,,,Goodreads / Z-Library,PDF,General Engineering,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
Algorithm Collections for Digital Signal Processing Applications Using MATLAB,E.S. Gopi,Unknown,2007,199,4.1,533,,,https://1lib.in/dl/488208/f68ba1,"PDF, 4.33 MB",0.0,USD,,,Goodreads / Z-Library,PDF,Electrical,"[""Introduction"", ""Core Theory"", ""System Design"", ""Methods & Models"", ""Future Trends""]",Curated (Static)
